,Unnamed: 0.1,Unnamed: 0,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AWARD,SEASON
14,14,14,1626262,Coty Clarke,Coty,1610612738,BOS,23.0,3,0,3,0.0,5.801666666666667,2,4,0.5,2,2,1.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,6,4,6.2,0,0,9.0,68,70,8,70,73,67,69,18,47,54,1,65,66,65,68,68,68,65,62,67,62,1,1,66,66,19,70,22,1,69,0,2015-16
15,15,15,1626245,Cristiano Felicio,Cristiano,1610612741,CHI,23.0,31,14,17,0.452,320.7033333333333,40,72,0.556,0,4,0.0,25,35,0.714,30,72,102,26,13,6,13,5,31,22,105,53,310.4,0,0,271.0,41,37,34,36,42,40,47,10,53,52,53,36,35,40,23,33,30,36,46,47,24,24,33,40,41,7,37,22,1,38,0,2015-16
16,16,16,1626156,D'Angelo Russell,D'Angelo,1610612747,LAL,20.0,80,17,63,0.213,2259.08,392,956,0.41,130,370,0.351,140,190,0.737,47,227,274,266,196,93,13,50,142,174,1054,-546,1903.8,1,0,1936.0,5,31,72,63,2,3,2,44,1,1,18,5,6,31,17,10,13,3,2,2,24,68,64,5,2,73,4,17,1,3,2,2015-16
17,17,17,203996,Damien Inglis,Damien,1610612749,MIL,21.0,20,5,15,0.25,156.35166666666666,13,37,0.351,3,13,0.231,7,8,0.875,2,29,31,10,11,6,3,3,11,7,36,-44,104.2,0,0,98.0,52,56,31,58,51,53,54,60,44,42,44,51,55,8,60,46,50,48,47,47,46,17,19,55,52,49,53,22,1,53,0,2015-16
18,18,18,1626199,Darrun Hilliard,Darrun,1610612765,DET,23.0,38,17,21,0.447,383.01666666666665,52,131,0.397,19,50,0.38,29,40,0.725,5,40,45,27,19,9,1,4,28,29,152,-3,257.5,0,0,263.0,35,31,41,37,38,37,35,50,23,27,15,30,33,38,54,40,44,35,36,40,57,20,30,35,36,25,41,22,1,40,0,2015-16
19,19,19,1626153,Delon Wright,Delon,1610612761,TOR,24.0,27,19,8,0.704,229.275,36,80,0.45,5,13,0.385,26,35,0.743,8,29,37,31,16,8,3,8,7,22,103,13,210.9,0,0,198.0,44,28,23,10,48,42,42,26,39,42,10,34,35,29,45,46,47,33,40,43,46,33,16,40,42,15,43,22,1,44,0,2015-16
20,20,20,1626164,Devin Booker,Devin,1610612756,PHX,19.0,76,20,56,0.263,2107.665,367,867,0.423,99,289,0.343,215,256,0.84,27,160,187,200,160,44,20,64,225,243,1048,-373,1604.4,3,0,1662.0,10,26,71,57,4,5,5,35,2,2,21,2,2,11,25,17,18,4,4,13,19,70,72,2,3,71,6,8,1,6,1,2015-16
21,21,21,1626251,Duje Dukan,Duje,1610612758,SAC,24.0,1,0,1,0.0,24.23333333333333,2,10,0.2,2,5,0.4,0,0,0.0,2,2,4,1,0,1,0,0,2,0,6,-8,15.3,0,0,15.0,72,70,3,70,67,67,64,71,47,50,7,65,66,65,60,66,65,61,67,58,62,1,7,66,66,29,66,22,1,66,0,2015-16
22,22,22,204002,Edy Tavares,Edy,1610612737,ATL,24.0,11,7,4,0.636,72.65,11,19,0.579,0,0,0.0,3,8,0.375,7,14,21,3,5,1,6,2,8,4,25,-10,70.7,0,0,63.0,59,49,10,13,58,55,59,6,53,62,53,59,55,63,49,56,57,55,56,58,37,13,17,60,56,31,58,22,1,58,0,2015-16
23,23,23,1626144,Emmanuel Mudiay,Emmanuel,1610612743,DEN,20.0,68,29,39,0.426,2067.8866666666668,329,905,0.364,74,232,0.319,140,209,0.67,32,200,232,372,217,65,35,84,141,156,872,-118,1791.4,4,0,1750.0,15,15,56,42,5,6,3,56,4,4,29,5,4,47,22,15,15,1,1,5,10,73,63,7,6,61,5,6,1,5,2,2015-16
24,24,24,1626163,Frank Kaminsky,Frank,1610612766,CHA,23.0,81,47,34,0.58,1707.5733333333333,215,525,0.41,68,202,0.337,108,148,0.73,69,266,335,98,58,38,43,48,126,109,606,-18,1340.0,1,0,1269.0,2,1,54,18,8,11,10,45,5,6,23,8,8,32,10,5,8,15,17,16,7,67,61,10,9,38,11,17,1,9,0,2015-16
25,25,25,1626266,JJ O'Brien,JJ,1610612762,UTA,24.0,2,2,0,1.0,6.266666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,1,0,0,-8,4.2,0,0,3.0,70,64,1,1,69,72,72,72,53,62,53,65,66,65,68,68,68,65,67,58,62,1,3,66,72,29,72,22,1,72,0,2015-16
26,26,26,1626143,Jahlil Okafor,Jahlil,1610612755,PHI,20.0,53,6,47,0.113,1590.565,397,781,0.508,1,6,0.167,133,194,0.686,122,251,373,65,124,22,61,68,140,163,928,-494,1598.1,11,0,1533.0,26,54,66,69,11,2,6,16,49,48,50,7,5,44,6,7,5,19,6,29,5,71,62,6,5,72,7,4,1,7,1,2015-16
27,27,27,204067,Jarell Eddie,Jarell,1610612764,WAS,24.0,26,13,13,0.5,146.76666666666668,20,65,0.308,15,47,0.319,8,8,1.0,2,21,23,5,1,5,1,3,5,5,63,-33,115.1,0,0,118.0,46,39,29,25,52,51,50,64,29,29,28,49,55,1,60,52,56,53,62,52,57,17,12,58,50,43,52,22,1,51,0,2015-16
28,28,28,1626185,Jarell Martin,Jarell,1610612763,MEM,22.0,27,10,17,0.37,379.54,54,116,0.466,0,2,0.0,45,62,0.726,39,47,86,15,19,8,7,15,58,42,153,-39,304.7,0,0,284.0,44,41,34,50,39,36,37,23,53,54,53,21,21,37,20,36,34,43,36,43,33,47,44,30,35,46,38,22,1,36,0,2015-16
29,29,29,1626170,Jerian Grant,Jerian,1610612752,NYK,23.0,76,29,47,0.382,1264.7733333333333,154,391,0.394,22,100,0.22,96,123,0.78,23,120,143,177,87,50,10,29,97,112,426,-166,956.1,0,0,888.0,10,15,66,48,18,19,17,51,20,15,46,9,10,22,30,20,21,7,13,11,30,64,51,9,18,68,18,22,1,18,0,2015-16
30,30,30,1626202,Joe Young,Joe,1610612754,IND,24.0,41,19,22,0.463,383.5133333333333,62,169,0.367,10,46,0.217,20,25,0.8,6,44,50,65,33,15,0,6,30,26,154,-33,323.5,0,0,309.0,31,28,42,34,37,33,31,54,34,31,47,39,39,16,51,38,40,19,26,33,62,29,32,37,34,43,35,22,1,35,0,2015-16
31,31,31,203613,Jonathon Simmons,Jonathon,1610612759,SAS,26.0,55,47,8,0.855,812.83,122,242,0.504,18,47,0.383,69,92,0.75,16,80,96,58,53,24,5,24,103,90,331,94,567.2,0,0,561.0,23,1,23,4,24,21,23,17,25,29,12,15,15,25,36,28,31,22,19,28,40,57,54,13,21,2,26,22,1,26,0,2015-16
32,32,32,203895,Jordan McRae,Jordan,1610612739,CLE,25.0,22,10,12,0.455,195.95166666666665,34,78,0.436,10,22,0.455,21,28,0.75,4,16,20,25,15,3,1,8,17,23,99,44,157.5,0,0,162.0,49,41,26,35,49,44,44,29,34,38,5,38,38,25,55,55,58,37,42,56,57,33,25,38,43,8,49,22,1,48,0,2015-16
33,33,33,1626175,Jordan Mickey,Jordan,1610612738,BOS,21.0,16,9,7,0.563,57.178333333333335,8,22,0.364,0,0,0.0,5,10,0.5,6,7,13,1,1,0,11,5,5,7,21,6,70.1,0,0,57.0,54,44,19,20,61,60,58,55,53,62,53,54,53,58,51,62,61,61,62,67,28,24,12,55,60,18,59,22,1,59,0,2015-16
34,34,34,203962,Josh Huestis,Josh,1610612760,OKC,24.0,5,2,3,0.4,54.98333333333333,5,12,0.417,4,6,0.667,0,4,0.0,2,8,10,0,3,1,2,0,3,2,14,2,32.0,0,0,34.0,65,64,8,44,62,61,63,39,41,48,2,65,60,65,60,61,62,65,59,58,51,1,11,62,62,20,62,22,1,62,0,2015-16
35,35,35,1626196,Josh Richardson,Josh,1610612748,MIA,22.0,52,29,23,0.558,1106.95,123,272,0.452,53,115,0.461,42,63,0.667,21,86,107,73,35,36,25,20,107,61,341,39,726.9,0,0,696.0,28,15,45,21,19,20,21,25,9,13,4,24,20,48,31,26,29,18,24,17,13,53,55,22,20,10,21,22,1,21,0,2015-16
36,36,36,1626147,Justin Anderson,Justin,1610612742,DAL,22.0,55,28,27,0.509,646.8766666666667,71,175,0.406,22,83,0.265,44,55,0.8,18,114,132,29,24,19,25,11,45,34,208,7,517.9,1,0,479.0,23,20,48,23,29,31,29,47,20,20,40,22,22,16,33,22,24,34,33,31,13,42,38,32,30,17,29,17,1,28,0,2015-16
37,37,37,1626159,Justise Winslow,Justise,1610612748,MIA,20.0,78,46,32,0.59,2232.135,195,462,0.422,32,116,0.276,80,117,0.684,81,322,403,118,95,68,26,43,184,92,502,111,1349.6,0,0,1243.0,9,4,51,15,3,12,12,36,15,12,39,13,12,45,8,4,4,10,12,4,12,66,69,12,11,1,9,22,1,10,2,2015-16
38,38,38,1626157,Karl-Anthony Towns,Karl-Anthony,1610612750,MIN,20.0,82,29,53,0.354,2626.485,625,1153,0.542,30,88,0.341,223,275,0.811,229,629,858,161,183,58,138,69,245,244,1503,-131,3179.1,52,0,2944.0,1,15,70,51,1,1,1,11,17,18,22,1,1,14,1,1,1,9,3,7,1,72,73,1,1,64,1,1,1,1,1,2015-16
39,39,39,203951,Keith Appling,Keith,1610612753,ORL,24.0,5,0,5,0.0,26.85,2,8,0.25,0,3,0.0,2,2,1.0,0,1,1,1,3,1,0,0,5,2,6,14,8.7,0,0,10.0,65,70,12,70,66,67,66,70,53,53,53,62,63,1,68,68,68,61,59,58,62,1,12,62,66,14,68,22,1,68,0,2015-16
40,40,40,1626162,Kelly Oubre Jr.,Kelly,1610612764,WAS,20.0,63,31,32,0.492,671.3816666666667,90,211,0.427,25,79,0.316,31,49,0.633,25,108,133,13,34,22,7,20,100,51,236,-47,468.1,0,0,465.0,17,12,51,30,28,28,28,33,19,21,30,28,28,52,26,23,23,46,25,29,33,53,52,26,28,52,31,22,1,31,0,2015-16
41,41,41,1626172,Kevon Looney,Kevon,1610612744,GSW,20.0,5,4,1,0.8,20.598333333333333,4,7,0.571,1,2,0.5,0,0,0.0,4,6,10,0,1,0,0,1,2,0,9,-22,20.0,0,0,20.0,65,58,3,6,68,65,67,7,49,54,3,65,66,65,55,63,62,65,62,67,62,10,7,66,65,39,64,22,1,64,0,2015-16
42,42,42,204001,Kristaps Porzingis,Kristaps,1610612752,NYK,20.0,72,28,44,0.389,2046.4616666666664,373,886,0.421,81,243,0.333,201,240,0.838,132,394,526,94,121,53,134,26,205,224,1028,12,2240.2,21,0,2103.0,13,20,62,46,6,4,4,38,3,3,24,3,3,12,4,2,3,16,7,10,2,62,70,3,4,16,2,2,1,2,1,2015-16
43,43,43,203934,Lamar Patterson,Lamar,1610612737,ATL,24.0,35,23,12,0.657,394.9,28,80,0.35,12,49,0.245,16,22,0.727,4,46,50,39,23,9,2,5,45,23,84,33,212.5,0,0,207.0,38,24,26,11,36,47,42,61,32,28,42,42,42,33,55,37,40,28,34,40,51,24,38,38,45,12,42,22,1,42,0,2015-16
44,44,44,1626204,Larry Nance Jr.,Larry,1610612747,LAL,23.0,63,14,49,0.222,1265.715,158,300,0.527,1,10,0.1,32,47,0.681,101,211,312,44,41,54,23,19,124,58,349,-94,979.4,3,0,860.0,17,37,68,61,17,18,19,13,49,45,52,27,29,46,7,13,10,25,23,9,15,51,59,24,19,60,16,8,1,19,0,2015-16
45,45,45,1626242,Luis Montero,Luis,1610612757,POR,23.0,12,6,6,0.5,42.03666666666667,5,19,0.263,1,9,0.111,3,4,0.75,0,4,4,1,4,0,0,2,1,3,14,-39,16.3,0,0,20.0,57,54,15,25,63,61,59,68,49,47,51,59,60,25,68,64,65,61,57,67,62,13,3,61,62,46,65,22,1,64,0,2015-16
46,46,46,1626273,Marcelo Huertas,Marcelo,1610612747,LAL,33.0,53,8,45,0.151,868.8166666666667,97,230,0.422,16,61,0.262,27,29,0.931,18,72,90,182,80,26,7,14,76,34,237,19,637.0,0,0,591.0,26,46,64,65,23,26,25,37,26,24,41,32,37,6,33,33,32,6,14,23,33,46,48,32,27,13,24,22,1,23,0,2015-16
47,47,47,1626209,Mario Hezonja,Mario,1610612753,ORL,21.0,79,33,46,0.418,1412.8533333333332,181,418,0.433,67,192,0.349,49,54,0.907,28,148,176,109,97,39,17,15,124,57,478,-2,923.7,0,0,942.0,8,9,65,43,13,16,15,30,6,7,19,19,25,7,24,18,19,12,11,14,21,47,59,25,14,22,19,22,1,16,0,2015-16
48,48,48,1626149,Montrezl Harrell,Montrezl,1610612745,HOU,22.0,39,17,22,0.436,378.6116666666667,58,90,0.644,0,1,0.0,24,46,0.522,25,40,65,17,17,11,11,8,48,32,140,38,292.5,0,0,266.0,32,31,42,38,40,34,41,3,53,59,53,37,30,57,26,40,38,42,39,38,28,33,41,34,37,11,39,22,1,39,0,2015-16
49,49,49,1626167,Myles Turner,Myles,1610612754,IND,20.0,60,32,28,0.533,1367.185,264,530,0.498,3,14,0.214,88,121,0.727,68,264,332,41,67,25,86,24,158,122,619,-69,1344.9,4,0,1217.0,20,10,49,22,16,8,9,20,44,40,48,10,11,33,11,6,9,27,15,26,3,57,67,8,8,57,10,6,1,11,2,2015-16
50,50,50,202357,Nemanja Bjelica,Nemanja,1610612750,MIN,28.0,60,20,40,0.333,1074.8033333333333,110,235,0.468,48,125,0.384,40,55,0.727,49,161,210,82,47,26,21,10,154,61,308,-127,777.0,3,0,742.0,20,26,57,53,21,24,24,22,11,11,11,25,22,33,15,16,16,17,20,23,18,39,66,22,22,63,20,8,1,20,0,2015-16
51,51,51,203999,Nikola Jokic,Nikola,1610612743,DEN,21.0,80,31,49,0.388,1732.5516666666667,307,600,0.512,28,84,0.333,154,190,0.811,181,379,560,189,104,79,50,57,208,198,796,93,2034.5,16,0,1831.0,5,12,68,47,7,7,7,15,18,19,24,4,6,15,2,3,2,5,10,3,6,69,71,4,7,3,3,3,1,4,1,2015-16
52,52,52,1626181,Norman Powell,Norman,1610612761,TOR,23.0,49,32,17,0.653,725.2266666666667,97,229,0.424,36,89,0.404,43,53,0.811,16,95,111,47,32,29,10,24,59,43,273,66,561.7,0,0,545.0,30,10,34,12,25,26,26,34,13,16,6,23,26,13,36,25,28,24,28,20,30,57,45,29,26,5,27,22,1,27,0,2015-16
53,53,53,1626192,Pat Connaughton,Pat,1610612757,POR,23.0,34,17,17,0.5,143.46666666666667,13,49,0.265,5,21,0.238,5,5,1.0,11,21,32,10,10,2,0,5,6,5,36,-13,85.4,0,0,87.0,39,31,34,25,54,53,52,67,39,39,43,54,59,1,41,52,49,48,50,57,62,24,15,58,52,33,55,22,1,55,0,2015-16
54,54,54,1626154,RJ Hunter,RJ,1610612738,BOS,22.0,36,21,15,0.583,314.5683333333333,36,98,0.367,19,63,0.302,6,7,0.857,2,35,37,13,11,14,4,4,29,10,97,-28,203.9,0,0,202.0,37,25,31,16,43,42,40,53,23,23,34,53,58,9,60,45,47,46,47,34,45,20,31,51,44,41,45,22,1,43,0,2015-16
55,55,55,1626176,Rakeem Christmas,Rakeem,1610612754,IND,24.0,1,1,0,1.0,6.1,2,2,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,4,-10,5.2,0,0,5.0,72,67,1,1,72,67,71,1,53,62,53,65,66,65,67,73,68,65,67,67,62,1,3,66,71,31,71,22,1,71,0,2015-16
56,56,56,1626173,Rashad Vaughn,Rashad,1610612749,MIL,19.0,70,30,40,0.429,1000.6933333333334,81,266,0.305,43,147,0.293,12,15,0.8,11,77,88,39,28,29,16,25,73,18,217,-145,488.1,0,0,477.0,14,14,57,39,22,29,22,65,12,9,36,45,47,16,41,29,33,28,31,20,22,61,47,43,29,67,30,22,1,30,0,2015-16
57,57,57,203526,Raul Neto,Raul,1610612762,UTA,24.0,81,40,41,0.494,1498.6016666666667,180,418,0.431,64,162,0.395,52,70,0.743,17,103,120,174,109,62,2,28,122,108,476,76,964.0,0,0,962.0,2,6,60,29,12,17,15,31,7,8,8,17,18,29,35,24,27,8,9,6,51,63,58,11,15,4,17,22,1,15,0,2015-16
58,58,58,1626158,Richaun Holmes,Richaun,1610612755,PHI,22.0,51,7,44,0.137,702.0016666666667,114,222,0.514,8,44,0.182,51,74,0.689,62,73,135,33,32,19,40,19,92,65,287,-53,643.5,0,0,581.0,29,49,62,67,26,22,27,14,37,32,49,18,17,43,12,31,22,32,28,31,8,51,50,20,24,54,22,22,1,25,0,2015-16
59,59,59,1626178,Rondae Hollis-Jefferson,Rondae,1610612751,BKN,21.0,29,7,22,0.241,615.4566666666667,63,138,0.457,4,14,0.286,37,52,0.712,39,115,154,43,26,39,16,8,61,47,167,-61,555.3,2,0,478.0,42,49,42,60,30,32,33,24,41,40,37,26,27,41,20,21,20,26,32,14,22,33,46,27,32,55,28,15,1,29,0,2015-16
60,60,60,1626257,Salah Mejri,Salah,1610612742,DAL,30.0,34,16,18,0.471,397.23,49,78,0.628,0,1,0.0,27,46,0.587,41,82,123,10,23,8,36,15,54,44,125,43,396.6,3,0,346.0,39,35,40,32,35,38,44,4,53,59,53,32,30,54,19,27,25,48,34,43,9,47,42,28,38,9,34,8,1,34,0,2015-16
61,61,61,1626155,Sam Dekker,Sam,1610612745,HOU,22.0,3,1,2,0.333,6.148333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,1,0,0,0,0,0,-2,4.2,0,0,3.0,68,67,7,53,71,72,73,72,53,62,53,65,66,65,68,68,68,65,67,58,62,1,1,66,72,22,72,22,1,72,0,2015-16
62,62,62,201619,Sasha Kaun,Sasha,1610612739,CLE,31.0,25,18,7,0.72,95.395,9,17,0.529,0,0,0.0,5,11,0.455,12,14,26,3,7,4,5,5,11,6,23,-3,78.7,0,0,70.0,47,30,19,8,55,58,62,12,53,62,53,54,52,61,40,56,54,55,53,54,40,24,19,57,58,25,56,22,1,56,0,2015-16
63,63,63,1626169,Stanley Johnson,Stanley,1610612765,DET,20.0,73,37,36,0.507,1687.0716666666667,225,600,0.375,63,205,0.307,80,102,0.784,58,248,306,118,114,55,12,35,178,83,593,-138,1224.2,3,0,1214.0,12,8,55,24,9,9,7,52,8,5,32,13,14,21,14,8,11,10,8,8,26,65,68,15,10,66,13,8,1,12,0,2015-16
64,64,64,204456,T.J. McConnell,T.J.,1610612755,PHI,24.0,81,10,71,0.123,1605.9416666666666,218,464,0.47,31,89,0.348,26,41,0.634,43,207,250,367,140,95,10,24,114,74,493,-276,1518.5,0,0,1351.0,2,41,73,68,10,10,11,21,16,16,20,34,32,51,18,14,14,2,5,1,30,57,56,18,12,70,8,22,1,8,0,2015-16
65,65,65,1626179,Terry Rozier,Terry,1610612738,BOS,22.0,39,24,15,0.615,311.325,29,106,0.274,6,27,0.222,8,10,0.8,24,39,63,37,19,6,1,4,23,15,72,-46,205.1,0,0,192.0,32,23,31,14,44,46,39,66,38,36,45,49,53,16,29,44,39,30,36,47,57,20,28,47,49,51,44,22,1,45,0,2015-16
66,66,66,203648,Thanasis Antetokounmpo,Thanasis,1610612752,NYK,23.0,2,1,1,0.5,6.25,3,4,0.75,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,0,6,-6,7.2,0,0,7.0,70,67,3,25,70,66,69,2,53,59,53,65,66,65,68,68,68,65,67,67,62,1,7,66,66,27,69,22,1,70,0,2015-16
67,67,67,202353,Tibor Pleiss,Tibor,1610612762,UTA,26.0,12,7,5,0.583,81.54,11,25,0.44,0,2,0.0,2,2,1.0,6,9,15,2,8,1,2,4,19,1,24,-16,46.0,0,0,47.0,57,49,12,16,57,55,56,27,53,54,53,62,63,1,51,59,59,58,52,58,51,20,27,64,57,36,61,22,1,61,0,2015-16
68,68,68,1626168,Trey Lyles,Trey,1610612762,UTA,20.0,80,38,42,0.475,1382.3933333333334,191,436,0.438,49,128,0.383,57,82,0.695,59,240,299,59,65,26,18,15,114,77,488,-45,1002.3,2,0,983.0,5,7,61,31,15,13,13,28,10,10,13,16,16,42,13,9,12,21,16,23,20,47,56,17,13,50,15,15,1,14,0,2015-16
69,69,69,1626145,Tyus Jones,Tyus,1610612750,MIN,20.0,37,13,24,0.351,572.72,56,156,0.359,16,53,0.302,28,39,0.718,7,40,47,108,33,31,3,12,33,35,156,-135,443.4,0,0,395.0,36,39,46,52,32,35,32,57,26,25,33,31,34,39,49,40,43,13,26,19,46,44,34,31,33,65,32,22,1,32,0,2015-16
70,70,70,1626161,Willie Cauley-Stein,Willie,1610612758,SAC,22.0,66,26,40,0.394,1411.545,191,339,0.563,0,2,0.0,81,125,0.648,134,218,352,37,46,47,66,22,146,89,463,-78,1233.9,3,0,1078.0,16,22,57,45,14,13,18,9,53,54,53,12,9,49,3,11,6,30,21,12,4,55,65,14,16,58,12,8,1,13,2,2015-16
71,71,71,203186,Willie Reed,Willie,1610612751,BKN,26.0,39,8,31,0.205,425.6333333333333,76,133,0.571,0,0,0.0,30,55,0.545,49,73,122,10,16,6,30,8,47,63,182,-80,435.4,0,0,386.0,32,46,50,64,34,30,34,7,53,62,53,29,22,55,15,31,26,48,40,47,11,33,40,21,31,59,33,22,1,33,0,2015-16
72,72,72,204098,Xavier Munford,Xavier,1610612763,MEM,24.0,14,3,11,0.214,244.2933333333333,32,77,0.416,9,23,0.391,7,14,0.5,3,28,31,22,15,13,3,7,25,15,80,-25,183.2,0,0,174.0,55,60,25,62,47,45,46,41,36,37,9,51,48,58,59,48,50,38,42,36,46,32,29,47,46,40,47,22,1,47,0,2015-16
0,0,0,1627773,AJ Hammons,AJ,1610612742,DAL,24.0,22,4,18,0.182,163.23166666666663,17,42,0.405,5,10,0.5,9,20,0.45,8,28,36,4,10,1,13,5,21,13,48,-5,129.2,0,0,121.0,55,74,48,85,65,66,65,48,53,61,3,58,52,76,54,55,55,70,61,75,25,34,32,60,66,31,60,23,2,62,0,2016-17
1,1,1,203518,Alex Abrines,Alex,1610612760,OKC,23.0,68,37,31,0.544,1055.1966666666667,134,341,0.393,94,247,0.381,44,49,0.898,18,68,86,40,33,37,8,8,114,51,406,1,671.2,0,0,716.0,18,10,66,29,21,19,20,57,4,4,13,22,26,9,42,36,37,33,32,19,37,44,73,26,19,20,23,23,2,23,0,2016-17
2,2,2,1627816,Alex Poythress,Alex,1610612755,PHI,23.0,6,0,6,0.0,156.83333333333334,25,54,0.463,6,19,0.316,8,10,0.8,11,18,29,5,3,3,2,4,14,8,64,-36,118.3,0,0,114.0,78,86,19,86,66,60,62,21,52,51,38,61,62,25,48,62,59,68,72,62,60,29,22,66,61,50,64,23,2,66,0,2016-17
3,3,3,1626150,Andrew Harrison,Andrew,1610612763,MEM,22.0,72,38,34,0.528,1473.8733333333332,117,360,0.325,43,156,0.276,148,194,0.763,23,113,136,198,85,53,21,30,194,158,425,-26,1022.2,0,0,950.0,14,7,69,32,11,23,19,74,20,17,51,3,4,37,30,22,24,3,12,5,17,76,86,5,17,42,13,23,2,13,0,2016-17
4,4,4,1627791,Ben Bentil,Ben,1610612742,DAL,22.0,3,2,1,0.667,9.866666666666667,0,3,0.0,0,1,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1,1,0,-12,1.4,0,0,2.0,85,78,1,13,86,86,87,86,71,75,71,82,84,82,86,82,87,84,82,82,75,1,4,83,86,34,87,23,2,87,0,2016-17
5,5,5,1627742,Brandon Ingram,Brandon,1610612747,LAL,19.0,79,26,53,0.329,2279.2616666666668,276,686,0.402,55,187,0.294,133,214,0.621,60,256,316,166,116,50,36,50,158,192,740,-383,1510.2,0,0,1449.0,7,25,85,66,1,6,4,50,13,10,44,4,3,62,8,3,4,10,4,8,4,85,82,3,6,88,4,23,2,6,2,2016-17
6,6,6,1627744,Brice Johnson,Brice,1610612746,LAC,23.0,3,1,2,0.333,9.216666666666669,2,7,0.286,0,0,0.0,0,0,0.0,1,2,3,1,1,2,1,1,0,0,4,7,17.1,0,0,14.0,85,84,5,62,87,81,80,78,71,77,71,82,84,82,76,82,83,82,82,69,64,11,1,85,82,17,82,23,2,82,0,2016-17
7,7,7,1627854,Bryn Forbes,Bryn,1610612759,SAS,23.0,36,24,12,0.667,284.895,36,99,0.364,17,53,0.321,5,6,0.833,2,21,23,23,11,1,0,3,20,4,94,-51,148.1,0,0,159.0,41,29,31,13,52,50,47,66,33,34,34,66,70,18,70,59,61,45,57,75,75,23,31,73,53,62,57,23,2,56,0,2016-17
8,8,8,1627741,Buddy Hield,Buddy,1610612758,SAC,24.0,82,31,51,0.378,1888.1833333333327,327,767,0.426,148,379,0.391,64,76,0.842,35,234,269,121,101,38,9,44,115,62,866,-212,1410.3,0,0,1498.0,1,16,84,56,5,2,2,38,1,1,10,16,16,16,21,6,6,13,8,18,34,84,74,23,2,85,7,23,2,4,1,2016-17
9,9,9,1627747,Caris LeVert,Caris,1610612751,BKN,22.0,57,15,42,0.263,1236.8666666666666,171,380,0.45,59,184,0.321,67,93,0.72,23,165,188,110,59,49,8,14,91,86,468,-92,970.6,0,0,939.0,25,43,76,76,16,14,16,28,11,11,36,15,13,43,30,12,13,14,19,9,37,60,67,14,13,74,15,23,2,14,0,2016-17
10,10,10,1626184,Chasson Randle,Chasson,1610612752,NYK,24.0,26,8,18,0.308,299.0416666666667,40,98,0.408,16,47,0.34,41,43,0.953,6,26,32,34,19,9,2,9,39,37,137,-10,240.4,0,0,241.0,53,59,48,69,49,47,48,46,34,36,23,25,30,6,57,57,58,36,44,47,60,45,43,32,43,33,50,23,2,47,0,2016-17
11,11,11,1627767,Cheick Diallo,Cheick,1610612740,NOP,20.0,17,9,8,0.529,198.655,36,76,0.474,0,0,0.0,15,21,0.714,23,50,73,4,7,4,7,3,17,15,87,-53,206.6,3,0,186.0,66,55,22,31,58,50,55,19,71,77,71,50,51,44,30,42,43,70,66,58,42,23,24,56,55,64,52,6,2,52,0,2016-17
12,12,12,1627778,Chinanu Onuaku,Chinanu,1610612745,HOU,20.0,5,2,3,0.4,51.6,5,7,0.714,0,0,0.0,4,4,1.0,2,8,10,3,4,3,1,0,6,2,14,-45,38.5,0,0,35.0,80,78,9,51,78,77,80,2,71,77,71,68,76,1,70,75,74,73,71,62,64,1,13,78,77,60,77,23,2,78,0,2016-17
13,13,13,1627745,Damian Jones,Damian,1610612744,GSW,22.0,10,7,3,0.7,85.08333333333333,8,16,0.5,0,0,0.0,3,10,0.3,9,14,23,0,6,1,4,1,15,6,19,-28,55.6,0,0,52.0,73,64,9,11,72,75,75,15,71,77,71,72,62,81,53,68,61,84,67,75,53,11,23,68,76,45,74,23,2,74,0,2016-17
14,14,14,1627849,Daniel Ochefu,Daniel,1610612764,WAS,23.0,19,12,7,0.632,74.90333333333334,12,27,0.444,0,0,0.0,0,2,0.0,5,17,22,3,3,2,0,4,17,3,24,-30,57.9,0,0,53.0,61,49,20,21,75,71,73,31,71,77,71,82,79,82,60,64,64,73,72,69,75,29,24,76,71,47,73,23,2,73,0,2016-17
