,Unnamed: 0.1,Unnamed: 0,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AWARD,SEASON
101,101,101,1628999,Yante Maten,Yante,1610612748,MIA,22.0,2,1,1,0.5,13.033333333333331,1,4,0.25,0,1,0.0,0,0,0.0,1,2,3,0,0,1,0,0,0,1,2,4,8.6,0,0,7.0,94,90,5,37,96,96,95,94,79,90,79,88,92,88,81,90,90,94,92,76,74,1,1,89,99,22,96,27,3,96,0,2018-19
102,102,102,1629139,Yuta Watanabe,Yuta,1610612763,MEM,24.0,15,5,10,0.333,174.35,15,51,0.294,2,16,0.125,7,10,0.7,4,27,31,8,6,4,1,1,11,6,39,20,97.2,0,0,90.0,64,73,46,72,58,64,56,90,67,58,77,58,57,52,60,51,55,65,61,65,67,15,43,66,66,11,64,27,3,64,0,2018-19
103,103,103,1629155,Zach Lofton,Zach,1610612765,DET,26.0,1,1,0,1.0,3.75,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,2.0,0,0,2.0,100,90,1,1,103,101,102,101,79,90,79,88,92,88,92,101,102,94,83,76,74,1,1,98,102,31,102,27,3,102,0,2018-19
104,104,104,1629015,Zhaire Smith,Zhaire,1610612755,PHI,20.0,6,2,4,0.333,110.61666666666666,14,34,0.412,6,16,0.375,6,8,0.75,3,10,13,10,6,2,2,3,8,4,40,14,76.6,0,0,77.0,84,85,30,72,70,66,69,49,51,58,20,63,64,36,67,71,71,60,61,69,57,41,35,73,62,14,68,27,3,68,0,2018-19
0,0,0,1629690,Adam Mokoka,Adam,1610612741,CHI,21.0,11,3,8,0.273,111.66666666666669,12,28,0.429,6,15,0.4,2,4,0.5,7,3,10,4,2,4,0,4,17,4,32,50,60.0,0,0,60.0,72,81,52,93,70,74,75,53,50,63,15,85,81,88,57,101,82,83,91,62,94,62,55,79,75,9,78,24,2,77,0,2019-20
1,1,1,1629678,Admiral Schofield,Admiral,1610612764,WAS,23.0,33,9,24,0.273,368.38166666666666,35,92,0.38,19,61,0.311,10,15,0.667,7,40,47,15,7,8,4,4,50,18,99,-57,206.9,0,0,204.0,40,51,91,93,42,48,44,83,35,35,49,55,56,68,57,48,48,54,62,50,51,62,81,52,47,93,51,24,2,49,0,2019-20
2,2,2,1629346,Alen Smailagic,Alen,1610612744,GSW,19.0,14,1,13,0.071,138.89333333333337,20,40,0.5,3,13,0.231,16,19,0.842,10,17,27,13,11,3,4,2,14,19,59,-8,120.9,0,0,116.0,63,103,72,110,64,61,63,23,67,66,73,47,50,25,47,64,61,57,52,68,51,44,53,48,59,51,60,24,2,59,0,2019-20
3,3,3,1629599,Amir Coffey,Amir,1610612746,LAC,23.0,18,11,7,0.611,158.99,23,54,0.426,6,19,0.316,6,11,0.545,4,12,16,14,8,5,2,4,20,7,58,-5,111.2,0,0,108.0,56,47,46,27,60,59,55,56,50,57,47,69,63,85,69,72,72,56,57,59,62,62,60,68,60,48,63,24,2,62,0,2019-20
4,4,4,1628394,Anzejs Pasecniks,Anzejs,1610612764,WAS,24.0,27,9,18,0.333,436.89666666666665,61,116,0.526,0,3,0.0,34,58,0.586,42,65,107,18,24,9,12,3,75,65,156,-4,350.4,0,0,323.0,48,51,80,71,40,40,42,19,92,91,92,29,24,83,19,35,31,49,35,47,26,52,88,20,41,46,40,24,2,41,0,2019-20
5,5,5,1629626,Bol Bol,Bol,1610612743,DEN,20.0,7,2,5,0.286,86.93833333333333,14,28,0.5,4,9,0.444,8,10,0.8,5,14,19,6,10,2,6,1,11,7,40,-21,85.8,0,0,85.0,91,90,36,92,76,69,75,23,60,74,11,62,65,35,65,70,67,74,55,76,44,29,49,68,67,71,70,24,2,68,0,2019-20
6,6,6,1629634,Brandon Clarke,Brandon,1610612763,MEM,23.0,58,29,29,0.5,1300.02,296,479,0.618,23,64,0.359,85,112,0.759,92,253,345,81,55,32,48,20,100,82,700,-20,1420.5,3,0,1309.0,14,12,100,39,13,5,14,11,33,34,27,13,13,48,2,2,1,21,17,21,3,97,99,18,10,67,6,5,2,8,1,2019-20
7,7,7,1628968,Brian Bowen II,Brian,1610612754,IND,21.0,6,5,1,0.833,31.066666666666663,3,10,0.3,0,2,0.0,0,0,0.0,1,6,7,0,1,0,1,1,3,1,6,13,16.4,0,0,15.0,94,71,3,3,100,100,99,100,92,95,92,102,104,102,90,86,89,110,101,101,71,29,15,98,105,23,102,24,2,102,0,2019-20
8,8,8,1628981,Bruno Fernando,Bruno,1610612737,ATL,21.0,56,18,38,0.321,712.5283333333333,103,199,0.518,5,37,0.135,29,51,0.569,67,131,198,49,42,18,17,20,107,54,240,-94,614.1,1,0,562.0,19,29,110,80,28,25,31,21,55,41,89,35,30,84,6,20,16,28,27,31,19,97,103,26,29,104,27,15,2,27,0,2019-20
9,9,9,1628997,Caleb Martin,Caleb,1610612766,CHA,24.0,18,6,12,0.333,316.75333333333333,37,84,0.44,20,37,0.541,17,21,0.81,10,28,38,23,15,12,7,3,32,25,111,6,233.1,0,0,230.0,56,66,69,71,47,46,46,46,34,41,3,46,47,32,47,53,55,39,47,39,42,52,70,43,45,32,48,24,2,47,0,2019-20
10,10,10,1629629,Cam Reddish,Cam,1610612737,ATL,20.0,58,17,41,0.293,1550.745,213,554,0.384,83,250,0.332,101,126,0.802,35,181,216,87,96,62,28,54,132,110,610,-244,1173.7,0,0,1176.0,14,31,112,90,9,13,11,81,9,8,44,9,10,34,22,13,14,18,7,2,11,112,111,10,12,112,13,24,2,11,0,2019-20
11,11,11,1629661,Cameron Johnson,Cameron,1610612756,PHX,24.0,57,28,29,0.491,1255.405,176,405,0.435,106,272,0.39,46,57,0.807,49,138,187,69,32,36,20,15,88,56,504,11,967.9,2,0,978.0,17,13,100,48,16,18,17,50,5,6,16,21,25,33,16,19,17,23,30,16,16,93,94,25,17,24,17,9,2,16,0,2019-20
12,12,12,1629035,Carsen Edwards,Carsen,1610612738,BOS,22.0,37,25,12,0.676,350.53833333333336,42,128,0.328,24,76,0.316,13,19,0.684,6,41,47,24,15,12,4,7,34,19,121,-47,246.4,0,0,248.0,37,19,69,17,44,44,40,96,31,32,47,51,50,63,61,47,48,38,47,39,51,77,73,48,44,89,46,24,2,44,0,2019-20
13,13,13,1629718,Charlie Brown Jr.,Charlie,1610612737,ATL,23.0,10,1,9,0.1,40.45666666666666,6,19,0.316,3,9,0.333,5,5,1.0,2,2,4,2,3,2,2,0,3,5,20,28,36.8,0,0,37.0,76,103,55,108,96,86,86,97,67,74,41,71,75,1,78,106,103,94,77,76,62,1,15,75,82,17,90,24,2,88,0,2019-20
14,14,14,1629598,Chris Clemons,Chris,1610612745,HOU,22.0,33,19,14,0.576,290.52166666666665,57,142,0.401,37,107,0.346,10,11,0.909,4,26,30,27,19,9,6,4,26,21,161,-62,263.5,0,0,285.0,40,24,75,32,50,41,38,67,21,21,37,55,63,18,69,54,59,34,40,47,44,62,65,47,40,96,44,24,2,42,0,2019-20
15,15,15,1629735,Chris Silva,Chris,1610612748,MIA,23.0,44,27,17,0.614,346.27166666666665,48,78,0.615,0,3,0.0,37,55,0.673,60,66,126,23,32,9,21,13,85,52,133,-54,376.7,0,0,342.0,31,15,79,26,45,43,50,12,92,91,92,26,26,67,9,34,24,39,30,47,15,89,93,27,43,90,37,24,2,40,0,2019-20
16,16,16,1629632,Coby White,Coby,1610612741,CHI,20.0,65,22,43,0.338,1674.0,312,792,0.394,133,376,0.354,102,129,0.791,28,202,230,175,109,49,6,61,117,117,859,-163,1453.5,0,0,1507.0,5,20,114,70,7,4,3,76,2,2,31,8,9,42,26,9,12,4,5,8,44,117,105,9,3,107,4,24,2,3,2,2019-20
17,17,17,1628998,Cody Martin,Cody,1610612766,CHA,24.0,48,16,32,0.333,902.695,89,207,0.43,18,77,0.234,42,65,0.646,38,120,158,95,44,39,9,10,78,78,238,-69,670.1,0,0,605.0,25,34,102,71,25,30,30,52,37,31,72,23,20,74,20,21,22,16,26,13,29,84,90,19,30,98,26,24,2,26,0,2019-20
18,18,18,1629610,DaQuan Jeffries,DaQuan,1610612758,SAC,22.0,13,4,9,0.308,141.11333333333334,20,40,0.5,5,18,0.278,5,6,0.833,3,15,18,7,2,4,1,1,19,6,50,2,95.1,0,0,90.0,65,77,55,82,63,61,63,23,55,59,64,71,73,26,71,68,69,70,91,62,71,29,58,71,64,39,66,24,2,67,0,2019-20
19,19,19,1629655,Daniel Gafford,Daniel,1610612741,CHI,21.0,43,15,28,0.349,609.0533333333333,94,134,0.701,0,0,0.0,32,60,0.533,52,54,106,21,29,13,56,8,98,57,220,-29,556.7,0,0,485.0,33,36,97,69,30,28,39,2,92,109,92,31,22,86,12,39,33,46,33,36,1,81,98,24,33,80,30,24,2,31,0,2019-20
20,20,20,1629647,Darius Bazley,Darius,1610612760,OKC,20.0,61,36,25,0.59,1129.46,125,317,0.394,49,141,0.348,43,62,0.694,30,216,246,41,45,23,41,28,55,50,342,-79,845.7,1,0,806.0,10,5,92,31,19,23,22,75,18,18,35,22,21,62,25,5,10,32,25,28,6,103,83,30,22,101,22,15,2,22,0,2019-20
21,21,21,1629636,Darius Garland,Darius,1610612739,CLE,20.0,59,17,42,0.288,1823.9683333333328,280,699,0.401,105,296,0.355,63,72,0.875,27,84,111,229,151,42,4,38,92,92,728,-295,1191.7,1,0,1265.0,13,31,113,91,4,7,5,68,6,5,30,16,18,19,27,28,29,2,2,12,51,107,95,14,8,116,12,15,2,10,0,2019-20
22,22,22,1629631,De'Andre Hunter,De'Andre,1610612737,ATL,22.0,63,19,44,0.302,2017.935,280,683,0.41,108,304,0.355,110,144,0.764,44,242,286,112,103,44,18,54,182,132,778,-261,1372.2,3,0,1408.0,8,24,115,84,2,7,6,64,4,3,29,7,6,47,17,3,4,13,6,10,17,112,118,7,6,114,8,5,2,6,0,2019-20
23,23,23,1629731,Dean Wade,Dean,1610612739,CLE,23.0,12,1,11,0.083,71.41666666666667,9,13,0.692,2,4,0.5,0,1,0.0,3,16,19,2,3,2,4,0,8,2,20,-9,60.8,0,0,55.0,70,103,68,109,81,79,94,3,78,87,4,102,101,102,71,67,67,94,77,76,51,1,41,93,82,53,77,24,2,78,0,2019-20
24,24,24,1628985,Devon Hall,Devon,1610612760,OKC,24.0,11,6,5,0.545,80.73833333333333,6,30,0.2,4,17,0.235,4,8,0.5,2,5,7,13,5,4,1,0,6,9,20,9,57.9,0,0,54.0,72,66,36,35,79,86,72,112,60,61,71,74,68,88,78,91,89,57,68,62,71,1,28,63,82,28,79,24,2,79,0,2019-20
25,25,25,1629719,Devontae Cacok,Devontae,1610612747,LAL,23.0,1,0,1,0.0,8.866666666666667,3,6,0.5,0,0,0.0,0,0,0.0,2,3,5,1,0,0,0,0,0,0,6,5,13.5,0,0,12.0,115,111,3,111,114,100,104,23,92,109,92,102,104,102,78,101,97,100,108,101,94,1,1,108,105,34,107,24,2,107,0,2019-20
26,26,26,1629608,Dewan Hernandez,Dewan,1610612761,TOR,23.0,6,6,0,1.0,28.235,5,14,0.357,1,2,0.5,3,5,0.6,5,9,14,3,3,1,0,5,6,3,14,11,35.3,0,0,34.0,94,66,1,1,102,92,92,88,83,95,4,78,75,81,65,79,74,88,77,89,94,71,28,84,92,24,93,24,2,92,0,2019-20
27,27,27,1629743,Donta Hall,Donta,1610612751,BKN,22.0,9,4,5,0.444,133.14833333333334,15,22,0.682,0,0,0.0,9,18,0.5,14,24,38,4,5,3,6,1,23,15,39,-35,112.6,0,0,99.0,83,77,36,54,67,66,81,4,92,109,92,58,52,88,42,58,55,83,68,68,44,29,63,56,69,86,62,24,2,64,0,2019-20
28,28,28,1628450,Eric Mika,Eric,1610612758,SAC,25.0,1,0,1,0.0,19.041666666666668,2,3,0.667,0,0,0.0,2,2,1.0,2,5,7,0,0,0,0,0,5,1,6,8,14.4,0,0,13.0,115,111,3,111,105,107,112,6,92,109,92,85,90,1,78,91,89,110,108,101,94,1,23,98,105,29,106,24,2,106,0,2019-20
29,29,29,1629672,Eric Paschall,Eric,1610612744,GSW,23.0,60,14,46,0.233,1653.795,318,640,0.497,37,129,0.287,164,212,0.774,82,193,275,127,94,32,13,54,125,165,837,-375,1398.5,4,0,1366.0,11,40,118,99,8,3,7,29,21,20,59,2,3,46,3,10,6,8,8,21,25,112,109,3,4,118,7,3,2,7,1,2019-20
30,30,30,1629216,Gabe Vincent,Gabe,1610612748,MIA,24.0,9,5,4,0.556,82.81166666666667,8,37,0.216,6,27,0.222,0,0,0.0,0,5,5,6,1,5,0,3,6,3,22,-31,51.0,0,0,49.0,83,71,29,34,77,80,65,111,50,45,75,102,104,102,104,91,97,74,101,59,94,52,28,84,81,82,81,24,2,80,0,2019-20
31,31,31,1629726,Garrison Mathews,Garrison,1610612764,WAS,23.0,18,8,10,0.444,227.39666666666668,24,56,0.429,19,46,0.413,31,34,0.912,6,18,24,10,8,8,1,4,32,29,98,35,160.8,0,0,169.0,56,56,60,54,55,56,54,53,35,39,14,32,39,17,61,61,63,63,57,50,71,62,70,38,49,12,56,24,2,54,0,2019-20
32,32,32,1629048,Goga Bitadze,Goga,1610612754,IND,20.0,54,32,22,0.593,471.2916666666667,70,150,0.467,8,42,0.19,24,33,0.727,25,81,106,23,28,10,37,3,65,26,172,-14,446.7,1,0,403.0,23,10,86,30,37,36,36,37,46,40,80,41,40,57,28,30,33,39,34,44,8,52,86,41,37,58,34,15,2,34,0,2019-20
33,33,33,1629684,Grant Williams,Grant,1610612738,BOS,21.0,69,47,22,0.681,1043.2233333333334,87,211,0.412,24,96,0.25,39,54,0.722,59,119,178,68,50,30,36,14,163,58,237,131,700.6,0,0,639.0,2,2,86,16,21,31,29,62,31,27,68,25,27,59,10,22,20,24,22,24,9,91,117,23,31,2,25,24,2,25,0,2019-20
34,34,34,1629649,Ignas Brazdeikis,Ignas,1610612752,NYK,21.0,9,1,8,0.111,53.25,6,22,0.273,1,9,0.111,4,5,0.8,2,3,5,4,2,0,1,0,3,3,17,-12,30.0,0,0,29.0,83,103,52,107,86,86,81,103,83,74,91,74,75,35,78,101,97,83,91,101,71,1,15,84,87,56,95,24,2,96,0,2019-20
35,35,35,1629676,Isaiah Roby,Isaiah,1610612760,OKC,22.0,3,2,1,0.667,11.4,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,1,0,0,0,1,0,0,-4,1.4,0,0,2.0,107,90,3,18,111,114,117,114,92,109,92,102,104,102,104,106,110,110,101,101,94,1,4,108,115,46,117,24,2,116,0,2019-20
36,36,36,1629630,Ja Morant,Ja,1610612763,MEM,20.0,67,33,34,0.493,2074.3233333333333,447,937,0.477,60,179,0.335,239,308,0.776,51,208,259,488,220,58,18,92,110,274,1193,-17,2243.8,15,2,2152.0,3,8,104,47,1,1,1,32,15,14,39,1,1,45,13,7,7,1,1,3,17,118,104,1,1,63,1,1,1,1,1,2019-20
37,37,37,1629665,Jalen Lecque,Jalen,1610612756,PHX,20.0,5,2,3,0.4,31.60333333333333,4,10,0.4,0,4,0.0,2,2,1.0,0,2,2,2,2,0,0,0,3,3,10,-20,13.4,0,0,14.0,97,90,20,63,99,98,99,69,92,87,92,85,90,1,104,106,110,94,91,101,94,1,15,84,100,67,108,24,2,104,0,2019-20
38,38,38,1629667,Jalen McDaniels,Jalen,1610612766,CHA,22.0,16,7,9,0.438,293.32166666666666,33,70,0.471,9,24,0.375,14,17,0.824,15,50,65,13,11,8,3,3,36,18,89,-23,208.5,0,0,198.0,60,60,55,57,49,50,51,34,42,48,20,50,53,31,40,42,41,57,52,50,59,52,75,52,50,73,49,24,2,50,0,2019-20
39,39,39,1629607,Jared Harper,Jared,1610612752,NYK,22.0,3,1,2,0.333,7.883333333333334,1,4,0.25,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-11,2.0,0,0,2.0,107,103,12,71,115,110,109,105,92,95,92,102,104,102,104,116,117,110,108,101,94,1,1,108,111,54,116,24,2,116,0,2019-20
40,40,40,1629714,Jarrell Brantley,Jarrell,1610612762,UTA,24.0,9,3,6,0.333,96.03,10,28,0.357,3,13,0.231,1,2,0.5,2,18,20,11,7,3,5,1,7,3,24,-37,81.5,0,0,74.0,83,81,41,71,74,77,75,88,67,66,73,95,90,88,78,61,65,61,62,68,48,29,35,84,78,87,72,24,2,73,0,2019-20
41,41,41,1629633,Jarrett Culver,Jarrett,1610612750,MIN,21.0,63,19,44,0.302,1505.6066666666666,230,569,0.404,66,221,0.299,54,117,0.462,70,142,212,110,81,57,38,53,125,95,580,-103,1203.4,0,0,1158.0,8,24,115,84,11,12,10,65,12,11,56,18,12,98,5,16,15,14,12,4,7,110,109,12,13,106,11,24,2,12,0,2019-20
42,42,42,1629750,Javonte Green,Javonte,1610612738,BOS,26.0,48,33,15,0.688,467.84833333333336,63,126,0.5,9,33,0.273,28,42,0.667,24,69,93,26,23,24,8,5,43,29,163,-31,386.6,0,0,355.0,25,8,77,14,38,38,41,23,42,43,66,36,34,68,29,33,36,36,36,27,35,71,79,38,39,82,36,24,2,38,0,2019-20
43,43,43,1629637,Jaxson Hayes,Jaxson,1610612740,NOP,20.0,64,28,36,0.438,1079.715,174,259,0.672,1,4,0.25,123,190,0.647,97,162,259,56,53,26,55,14,161,145,472,-58,1056.8,3,0,950.0,7,13,107,57,20,19,25,5,83,87,68,4,4,72,1,14,7,25,19,26,2,91,116,4,20,94,15,5,2,17,0,2019-20
44,44,44,1629658,Jaylen Hoard,Jaylen,1610612757,POR,21.0,13,7,6,0.538,102.99833333333332,15,32,0.469,0,3,0.0,8,13,0.615,14,18,32,4,4,5,0,4,12,10,38,10,93.4,0,0,84.0,65,60,41,36,72,66,69,35,92,91,92,62,60,78,42,61,57,83,73,59,94,62,51,62,70,27,67,24,2,69,0,2019-20
45,45,45,1629669,Jaylen Nowell,Jaylen,1610612750,MIN,20.0,15,2,13,0.133,151.20166666666665,19,53,0.358,3,26,0.115,16,17,0.941,3,10,13,19,3,3,1,1,11,11,57,11,110.1,0,0,100.0,61,90,72,106,61,64,56,87,67,47,90,47,53,15,71,77,77,47,77,68,71,29,49,61,61,24,64,24,2,63,0,2019-20
46,46,46,1629725,Jeremiah Martin,Jeremiah,1610612751,BKN,24.0,9,6,3,0.667,99.10333333333334,24,53,0.453,5,18,0.278,11,14,0.786,1,9,10,18,4,7,2,4,7,16,64,-17,126.0,0,0,115.0,83,66,20,18,73,56,56,44,55,59,64,53,57,43,90,79,82,49,73,55,62,62,35,55,56,63,59,24,2,60,0,2019-20
47,47,47,1629723,John Konchar,John,1610612763,MEM,24.0,19,9,10,0.474,181.1133333333333,24,37,0.649,5,10,0.5,1,2,0.5,18,29,47,22,7,7,3,2,7,6,54,36,166.4,0,0,148.0,54,51,60,49,58,56,65,10,55,71,4,95,90,88,38,52,48,43,62,55,59,44,35,71,63,10,55,24,2,56,0,2019-20
48,48,48,1629648,Jordan Bone,Jordan,1610612765,DET,22.0,10,3,7,0.3,53.03,5,20,0.25,2,10,0.2,0,0,0.0,0,4,4,8,2,1,0,1,6,0,12,0,29.8,0,0,28.0,76,81,46,86,87,92,84,105,78,71,76,102,104,102,104,97,103,64,91,89,94,29,28,108,95,40,96,24,2,97,0,2019-20
49,49,49,1629162,Jordan McLaughlin,Jordan,1610612750,MIN,24.0,30,7,23,0.233,590.4466666666667,87,178,0.489,29,76,0.382,26,39,0.667,7,42,49,125,31,34,4,16,31,47,229,-70,558.3,2,0,508.0,45,60,90,99,32,31,33,30,26,32,19,38,37,68,57,46,47,9,32,18,51,94,69,32,32,99,29,9,2,30,0,2019-20
50,50,50,1629673,Jordan Poole,Jordan,1610612744,GSW,21.0,57,12,45,0.211,1273.89,167,502,0.333,74,265,0.279,95,119,0.798,9,109,118,134,74,35,10,32,94,109,503,-198,906.6,0,0,919.0,17,42,117,104,15,20,13,95,10,7,63,10,11,39,52,23,27,6,14,17,27,105,96,11,18,110,20,24,2,19,0,2019-20
51,51,51,1629729,Josh Reaves,Josh,1610612742,DAL,23.0,4,2,2,0.5,28.31833333333333,3,9,0.333,0,2,0.0,2,2,1.0,1,2,3,3,0,0,0,0,5,1,8,5,16.1,0,0,14.0,100,90,12,39,101,100,102,93,92,95,92,85,90,1,90,106,105,88,108,101,94,1,23,98,103,34,104,24,2,104,0,2019-20
52,52,52,1629308,Juan Toscano-Anderson,Juan,1610612744,GSW,27.0,13,3,10,0.231,272.1033333333333,29,63,0.46,8,23,0.348,3,5,0.6,9,43,52,26,16,13,5,7,30,12,69,-79,208.4,0,0,191.0,65,81,60,101,51,51,53,41,46,50,34,78,75,81,52,45,45,36,44,36,48,77,68,58,54,101,50,24,2,51,0,2019-20
53,53,53,1629713,Justin James,Justin,1610612758,SAC,23.0,36,14,22,0.389,232.36666666666667,35,84,0.417,9,29,0.31,10,21,0.476,6,26,32,18,8,6,9,3,17,19,89,-26,191.4,0,0,178.0,38,40,86,66,53,48,46,60,42,44,50,55,47,97,61,54,57,49,57,58,29,52,55,48,50,76,52,24,2,52,0,2019-20
54,54,54,1629620,Justin Robinson,Justin,1610612764,WAS,22.0,9,2,7,0.222,48.68666666666667,5,12,0.417,3,5,0.6,0,0,0.0,1,4,5,7,3,0,1,0,2,1,13,31,29.5,0,0,30.0,83,90,46,103,91,92,95,60,67,85,1,102,104,102,90,97,97,70,77,101,71,1,12,98,94,15,97,24,2,94,0,2019-20
55,55,55,1629625,Justin Wright-Foreman,Justin,1610612762,UTA,22.0,4,1,3,0.25,45.15,7,20,0.35,2,10,0.2,3,4,0.75,0,5,5,7,3,2,0,1,5,2,19,-30,38.5,0,0,37.0,100,103,20,97,94,83,84,90,78,71,76,78,81,49,104,91,97,70,77,76,94,29,23,93,86,81,89,24,2,88,0,2019-20
56,56,56,1629752,Juwan Morgan,Juwan,1610612762,UTA,23.0,21,12,9,0.571,134.45666666666668,15,26,0.577,3,8,0.375,3,4,0.75,10,19,29,6,6,1,2,0,19,4,36,30,82.8,0,0,80.0,52,42,55,33,66,66,79,17,67,77,20,78,81,49,47,60,60,74,66,89,62,1,58,79,72,16,71,24,2,71,0,2019-20
57,57,57,1629644,KZ Okpala,KZ,1610612748,MIA,21.0,5,2,3,0.4,25.975,3,5,0.6,0,1,0.0,1,2,0.5,1,4,5,1,1,2,1,0,2,3,7,-15,22.5,0,0,19.0,97,90,20,63,104,100,105,13,92,103,92,95,90,88,90,97,97,100,101,76,71,1,12,84,104,59,100,24,2,101,0,2019-20
58,58,58,1629103,Kelan Martin,Kelan,1610612750,MIN,24.0,31,12,19,0.387,494.89666666666665,71,181,0.392,25,96,0.26,30,31,0.968,12,84,96,23,20,7,9,3,51,25,197,-22,374.7,0,0,373.0,43,42,81,67,35,35,32,77,28,27,67,34,41,14,46,28,35,39,39,55,29,52,82,43,35,72,38,24,2,35,0,2019-20
59,59,59,1629640,Keldon Johnson,Keldon,1610612759,SAS,20.0,17,8,9,0.471,300.5966666666667,53,89,0.596,13,22,0.591,35,44,0.795,10,47,57,15,13,14,2,5,28,27,154,67,279.9,1,0,271.0,59,56,55,50,48,42,45,15,41,52,2,28,32,40,47,43,43,54,51,35,62,71,66,40,42,3,42,15,2,43,0,2019-20
60,60,60,1629134,Kendrick Nunn,Kendrick,1610612748,MIA,24.0,67,42,25,0.627,1962.4683333333328,401,914,0.439,137,391,0.35,85,100,0.85,21,159,180,220,114,56,15,58,152,88,1024,61,1669.0,0,0,1703.0,3,3,92,23,3,2,2,47,1,1,32,13,15,24,33,15,18,3,4,5,21,115,114,15,2,7,2,24,2,2,1,2019-20
61,61,61,1628987,Kevin Hervey,Kevin,1610612760,OKC,23.0,10,3,7,0.3,52.12833333333333,7,27,0.259,3,20,0.15,0,0,0.0,1,11,12,5,0,1,1,0,4,1,17,-34,44.9,0,0,41.0,76,81,46,86,88,83,78,104,67,53,86,102,104,102,90,75,78,80,108,89,71,1,20,98,87,85,83,24,2,85,0,2019-20
62,62,62,1629645,Kevin Porter Jr.,Kevin,1610612739,CLE,20.0,50,15,35,0.3,1161.72,186,421,0.442,53,158,0.335,73,101,0.723,22,140,162,109,93,46,14,32,135,86,498,-289,942.9,0,0,942.0,24,36,106,86,18,17,16,45,17,15,38,15,14,58,32,18,21,15,9,9,22,105,112,16,19,115,18,24,2,18,0,2019-20
63,63,63,1629065,Ky Bowman,Ky,1610612744,GSW,23.0,45,9,36,0.2,1015.1866666666666,134,321,0.417,33,107,0.308,34,41,0.829,24,97,121,131,70,44,10,17,102,51,335,-174,768.7,0,0,728.0,30,51,107,105,23,22,21,59,23,21,51,29,35,28,29,25,26,7,15,10,27,96,101,28,23,108,24,24,2,24,0,2019-20
64,64,64,1629734,Kyle Alexander,Kyle,1610612748,MIA,23.0,2,0,2,0.0,13.366666666666667,1,2,0.5,0,0,0.0,0,0,0.0,2,1,3,0,1,0,0,0,1,0,2,-3,4.6,0,0,5.0,112,111,12,111,109,110,115,23,92,109,92,102,104,102,78,112,105,110,101,101,94,1,4,108,111,44,113,24,2,112,0,2019-20
65,65,65,1629657,Kyle Guy,Kyle,1610612758,SAC,22.0,3,2,1,0.667,9.583333333333334,2,5,0.4,0,3,0.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,4,-11,6.7,0,0,6.0,107,90,3,18,113,107,105,69,92,91,92,102,104,102,104,112,114,100,108,101,94,1,4,108,109,54,110,24,2,110,0,2019-20
66,66,66,1629663,Louis King,Louis,1610612765,DET,21.0,10,3,7,0.3,62.2,8,21,0.381,4,11,0.364,0,3,0.0,1,9,10,5,2,2,0,1,10,2,20,19,43.5,0,0,43.0,76,81,46,86,83,80,83,82,60,70,26,102,88,102,90,79,82,80,91,76,94,29,45,93,82,21,85,24,2,84,0,2019-20
67,67,67,1629652,Luguentz Dort,Luguentz,1610612760,OKC,21.0,36,26,10,0.722,820.33,86,218,0.394,30,101,0.297,42,53,0.792,24,57,81,27,22,31,4,12,97,65,244,55,464.7,0,0,452.0,38,17,60,11,26,33,28,74,25,23,57,23,28,41,29,38,38,34,37,23,51,87,97,20,27,8,32,24,2,33,0,2019-20
68,68,68,1629677,Luka Samanic,Luka,1610612759,SAS,20.0,3,1,2,0.333,48.41666666666666,5,16,0.313,3,8,0.375,3,4,0.75,1,9,10,6,2,0,2,2,6,4,16,5,41.0,0,0,39.0,107,103,12,71,92,92,89,98,67,77,20,78,81,49,90,79,82,74,91,101,62,44,28,79,90,34,87,24,2,86,0,2019-20
69,69,69,1629005,Malik Newman,Malik,1610612739,CLE,23.0,1,0,1,0.0,3.683333333333333,0,2,0.0,0,1,0.0,2,2,1.0,0,0,0,0,1,0,0,0,0,1,2,-3,1.0,0,0,2.0,115,111,3,111,117,114,115,114,92,103,92,85,90,1,104,116,117,110,101,101,94,1,1,98,111,44,118,24,2,116,0,2019-20
